# water and pfoah on sio2 slab

1996 atoms
8    atom types

Masses

1 1.0078       ! H of water
2 15.9994      ! O of water
3 12.011       ! C of pfoa
4 18.998403    ! F of pfoa
5 15.9994      ! O of pfoa
6 1.0078       ! H of pfoa
7 22.989769    ! Na of ion
8 35.453       ! Cl of ion

Atoms

521       1          0.2528    15.1620    16.5560    18.2590  
522       2         -0.4105    15.1490    17.5050    17.9460  
523       1          0.2528   -0.0010     4.9850     27.4000  
524       1          0.2528    1.6220     5.1140     27.5260  
525       2         -0.4105    0.8590     4.4750     27.4330  
526       1          0.2528    5.8130     11.1160    49.0920  
527       1          0.2528    6.6330     12.5030    48.8300  
528       2         -0.4105    6.7210     11.5310    49.0440  
529       1          0.2528    1.4270     20.9690    46.7870  
530       1          0.2528   -0.0010     20.8290    46.0080  
531       2         -0.4105    0.7930     21.4170    46.1560  
532       1          0.2528    13.9920    17.2290    27.4310  
533       1          0.2528    12.4120    17.5350    27.1550  
534       2         -0.4105    13.2360    17.8540    27.6230  
535       1          0.2528    16.8780    13.0020    49.6500  
536       1          0.2528    16.1820    13.7870    48.3990  
537       2         -0.4105    16.6460    13.9000    49.2760  
538       1          0.2528    5.8080     2.8570     41.8700  
539       1          0.2528    7.4230     2.9840     41.6650  
540       2         -0.4105    6.5900     3.4790     41.9110  
541       1          0.2528    1.7870     12.5710    44.1170  
542       1          0.2528    3.0710     12.5770    43.1080  
543       2         -0.4105    2.0910     12.3930    43.1810  
544       1          0.2528    2.7340     9.4020     17.1120  
545       1          0.2528    1.1710     9.4910     16.6480  
546       2         -0.4105    2.0660     9.9310     16.5880  
547       1          0.2528    18.6180    1.3280     48.7340  
548       1          0.2528    19.5370    0.5870     49.8620  
549       2         -0.4105    18.8480    0.4490     49.1510  
550       1          0.2528    8.9840     5.0220     34.4480  
551       1          0.2528    8.4040     3.7130     33.6640  
552       2         -0.4105    9.2230     4.2500     33.8590  
553       1          0.2528    12.9380    11.9420    36.9130  
554       1          0.2528    12.7630    13.4600    37.4900  
555       2         -0.4105    12.7300    12.4890    37.7240  
556       1          0.2528    2.1880     3.0260     38.2720  
557       1          0.2528    1.8480     4.5990     37.9920  
558       2         -0.4105    1.8170     3.8660     38.6700  
559       1          0.2528    -0.0000    8.7540     48.0810  
560       1          0.2528    -0.0000    7.1640     47.7100  
561       2         -0.4105    0.5760     7.9500     47.9330  
562       1          0.2528    7.9150     13.9520    23.5430  
563       1          0.2528    9.0140     12.7560    23.3710  
564       2         -0.4105    8.8240     13.6330    23.8110  
565       1          0.2528    15.8580    1.0520     10.0390  
566       1          0.2528    14.3940    0.3290     10.0000  
567       2         -0.4105    14.8750    1.1900     10.1620  
568       1          0.2528    8.4120     6.5660     12.0380  
569       1          0.2528    7.7790     7.5020     10.8580  
570       2         -0.4105    8.5940     7.0060     11.1590  
571       1          0.2528    16.2100    18.9600    13.9740  
572       1          0.2528    16.2710    20.5730    14.2170  
573       2         -0.4105    16.7580    19.7100    14.3440  
574       1          0.2528    17.2510    21.6320    32.4490  
575       1          0.2528    18.2720    20.7500    31.5290  
576       2         -0.4105    18.2120    21.4520    32.2370  
577       1          0.2528    17.2940    15.8160    29.0520  
578       1          0.2528    16.5870    14.3600    29.2710  
579       2         -0.4105    16.4210    15.3300    29.0950  
580       1          0.2528    5.8350     9.9510     15.4690  
581       1          0.2528    6.2110     11.4440    16.0140  
582       2         -0.4105    6.5610     10.5220    15.8530  
583       1          0.2528    -0.0000    16.6010    27.9900  
584       1          0.2528    0.2150     17.9630    27.1140  
585       2         -0.4105   -0.4640     17.3540    27.5230  
586       1          0.2528    12.5990    15.9480    47.4560  
587       1          0.2528    11.9240    17.0980    46.5130  
588       2         -0.4105    11.7500    16.4280    47.2340  
589       1          0.2528    19.3950    12.4670    21.6880  
590       1          0.2528    19.5510    10.8530    21.8810  
591       2         -0.4105    18.9410    11.5830    21.5740  
592       1          0.2528    3.6560     7.7100     46.3950  
593       1          0.2528    2.1120     8.1310     46.0720  
594       2         -0.4105    3.0500     8.4670     46.1490  
595       1          0.2528    12.9410    5.4370     22.1750  
596       1          0.2528    14.5280    5.8150     22.0950  
597       2         -0.4105    13.8580    5.1840     22.4840  
598       1          0.2528    7.5840     16.5930    45.9390  
599       1          0.2528    6.6360     17.9180    46.0510  
600       2         -0.4105    7.4690     17.4790    46.3870  
601       1          0.2528    11.4580    10.8680    28.0760  
602       1          0.2528    12.8450    10.2040    27.5250  
603       2         -0.4105    11.9290    10.0090    27.8750  
604       1          0.2528    2.1450     14.4300    38.4720  
605       1          0.2528    1.1100     13.1820    38.2790  
606       2         -0.4105    1.1840     14.1750    38.3630  
607       1          0.2528    19.6640    10.4750    19.4930  
608       1          0.2528    19.6210    8.8430     19.5390  
609       2         -0.4105    19.9370    9.6360     19.0200  
610       1          0.2528    5.7640     11.1190    41.5680  
611       1          0.2528    7.2830     11.5440    41.9900  
612       2         -0.4105    6.6870     10.7790    41.7480  
613       1          0.2528    18.1180    12.6430    27.5780  
614       1          0.2528    19.6650    12.5490    28.0930  
615       2         -0.4105    19.0040    13.1070    27.5920  
616       1          0.2528    13.1380    8.7600     24.8270  
617       1          0.2528    11.6220    9.0060     24.2720  
618       2         -0.4105    12.2480    8.3330     24.6650  
619       1          0.2528    4.4030     17.4550    23.6860  
620       1          0.2528    4.0810     15.8940    24.0430  
621       2         -0.4105    3.7150     16.8240    24.0450  
622       1          0.2528    6.2390     7.6170     28.1410  
623       1          0.2528    5.9620     9.2010     27.8520  
624       2         -0.4105    5.5340     8.3240     28.0690  
625       1          0.2528    13.4160    2.8330     22.1140  
626       1          0.2528    12.7420    2.5970     20.6450  
627       2         -0.4105    12.5580    2.8250     21.6010  
628       1          0.2528    12.5850    14.9150    49.6980  
629       1          0.2528    14.0100    15.6550    49.4040  
630       2         -0.4105    13.4590    15.1910    50.0970  
631       1          0.2528    3.9430     18.7890    32.2590  
632       1          0.2528    5.5360     18.7140    32.6130  
633       2         -0.4105    4.7260     18.1780    32.3760  
634       1          0.2528    13.2190    8.4380     46.2190  
635       1          0.2528    13.7770    6.9430     45.8690  
636       2         -0.4105    13.0360    7.4580     46.3010  
637       1          0.2528    18.4640    11.3580    17.5870  
638       1          0.2528    18.7860    12.5620    18.6410  
639       2         -0.4105    18.8500    12.2750    17.6860  
640       1          0.2528    14.0050    -0.0000    37.0680  
641       1          0.2528    15.3500    0.6760     36.4370  
642       2         -0.4105    14.8350   -0.1740     36.5380  
643       1          0.2528    18.4850    20.4220    22.5700  
644       1          0.2528    17.0570    19.6420    22.4420  
645       2         -0.4105    18.0480    19.5480    22.3570  
646       1          0.2528    7.8960     5.1220     21.9610  
647       1          0.2528    7.1660     6.0940     23.0510  
648       2         -0.4105    7.6280     5.2170     22.9200  
649       1          0.2528    9.2090     16.4490    37.6570  
650       1          0.2528    9.8300     16.7460    39.1380  
651       2         -0.4105    9.9930     16.8200    38.1550  
652       1          0.2528   -0.0070     11.1700    29.0080  
653       1          0.2528    0.0040     12.8020    28.9570  
654       2         -0.4105   -0.5770     11.9900    28.9480  
655       1          0.2528    10.2860    12.7790    16.7630  
656       1          0.2528    9.2410     11.5320    16.8950  
657       2         -0.4105    9.3210     12.5260    16.8360  
658       1          0.2528    4.3780     5.7090     20.8280  
659       1          0.2528    5.6460     5.4950     19.8210  
660       2         -0.4105    5.1510     6.1590     20.3800  
661       1          0.2528    10.7020    2.1600     18.6750  
662       1          0.2528    11.1290    1.4870     17.2500  
663       2         -0.4105    10.3600    1.7250     17.8420  
664       1          0.2528    12.3640    5.7440     29.3090  
665       1          0.2528    13.5190    4.6540     29.6900  
666       2         -0.4105    13.3090    5.6280     29.6160  
667       1          0.2528    6.9740     6.4660     46.8260  
668       1          0.2528    7.5490     5.6190     45.5540  
669       2         -0.4105    7.1080     5.5500     46.4480  
670       1          0.2528    6.8640     8.5360     32.8740  
671       1          0.2528    5.9940     8.3930     31.4990  
672       2         -0.4105    6.1010     8.0600     32.4350  
673       1          0.2528    10.0060    10.5200    23.2960  
674       1          0.2528    9.2410     9.4370     24.2500  
675       2         -0.4105    9.1340     10.0660    23.4800  
676       1          0.2528    7.2630     0.6060     37.1160  
677       1          0.2528    8.8300     0.3100     36.7650  
678       2         -0.4105    7.9270    -0.1030     36.8790  
679       1          0.2528    19.0460    21.6400    29.0320  
680       1          0.2528    17.8830    20.5000    29.1530  
681       2         -0.4105    18.0700    21.4810    29.1830  
682       1          0.2528    6.0300     14.7840    27.2760  
683       1          0.2528    4.5410     15.4540    27.2620  
684       2         -0.4105    5.0490     14.5930    27.2630  
685       1          0.2528    17.1920    2.3100     37.3400  
686       1          0.2528    18.0370    3.6410     36.9150  
687       2         -0.4105    17.1400    3.2010     36.8900  
688       1          0.2528    17.3020    6.0610     28.3450  
689       1          0.2528    18.1790    6.2840     26.9860  
690       2         -0.4105    17.4020    6.6160     27.5190  
691       1          0.2528    14.8900    15.6300    15.9660  
692       1          0.2528    15.0580    14.2670    16.8490  
693       2         -0.4105    14.4220    14.9860    16.5720  
694       1          0.2528    6.4550     16.7630    28.6020  
695       1          0.2528    7.2770     17.6970    27.5440  
696       2         -0.4105    6.5590     17.6900    28.2400  
697       1          0.2528    2.2230     6.7200     21.2680  
698       1          0.2528    2.0180     5.1760     20.7750  
699       2         -0.4105    1.8110     6.1320     20.5710  
700       1          0.2528    19.2420    20.1700    14.4250  
701       1          0.2528    18.5100    21.6220    14.2720  
702       2         -0.4105    19.1880    21.1000    14.7890  
703       1          0.2528    0.2840     8.3150     23.8320  
704       1          0.2528    0.3170     8.0950     22.2140  
705       2         -0.4105    0.4090     8.7670     22.9490  
706       1          0.2528    7.2550     12.2490    29.4110  
707       1          0.2528    7.2640     11.2190    28.1440  
708       2         -0.4105    7.7660     11.9500    28.6050  
709       1          0.2528    7.4800     19.8950    15.8720  
710       1          0.2528    6.0360     19.3110    15.3810  
711       2         -0.4105    6.6350     19.4510    16.1690  
712       1          0.2528    2.4060     6.3260     44.4860  
713       1          0.2528    1.8900     7.4900     43.4630  
714       2         -0.4105    2.6920     7.0900     43.9070  
715       1          0.2528    2.7540     13.2200    26.6520  
716       1          0.2528    3.1600     12.4950    25.2470  
717       2         -0.4105    3.3320     12.5210    26.2310  
718       1          0.2528    19.6810    4.4180     15.8960  
719       1          0.2528    19.6560    4.3920     14.2640  
720       2         -0.4105    20.2110    4.6020     15.0680  
721       1          0.2528    4.4710     3.1850     34.4190  
722       1          0.2528    6.0910     3.3070     34.2510  
723       2         -0.4105    5.2490     3.8130     34.4340  
724       1          0.2528    5.4260     4.4860     10.5310  
725       1          0.2528    6.8550     3.9010     10.0000  
726       2         -0.4105    6.0020     4.3450     9.7260   
727       1          0.2528    8.8370     21.6230    33.2540  
728       1          0.2528    9.7420     20.7900    32.1800  
729       2         -0.4105    9.6830     21.6280    32.7200  
730       1          0.2528    19.5000    10.0360    12.2330  
731       1          0.2528    19.6650    11.6560    12.1130  
732       2         -0.4105    19.7740    10.8680    12.7170  
733       1          0.2528    10.8060    7.4070     13.7670  
734       1          0.2528    10.7900    6.9830     12.1900  
735       2         -0.4105    11.3700    7.2700     12.9530  
736       1          0.2528    4.3000     10.5880    34.8410  
737       1          0.2528    3.5600     12.0100    34.5290  
738       2         -0.4105    3.7530     11.3280    35.2330  
739       1          0.2528    12.1990    3.4940     14.5640  
740       1          0.2528    12.2360    1.8800     14.8100  
741       2         -0.4105    11.9090    2.7530     15.1700  
742       1          0.2528    14.5200    16.3850    25.0860  
743       1          0.2528    13.4660    17.6140    24.8720  
744       2         -0.4105    14.4280    17.3780    25.0090  
745       1          0.2528    10.2160    4.0800     16.2780  
746       1          0.2528    8.8680     3.3130     16.7890  
747       2         -0.4105    9.6280     3.2820     16.1410  
748       1          0.2528    9.2940     11.6520    44.2080  
749       1          0.2528    10.1850    12.1010    45.5000  
750       2         -0.4105    10.1060    11.4430    44.7520  
751       1          0.2528    3.5490     5.2430     39.6500  
752       1          0.2528    4.6670     4.6160     40.6630  
753       2         -0.4105    3.7780     4.4620     40.2320  
754       1          0.2528    15.4800    3.9510     11.4240  
755       1          0.2528    15.7290    5.4620     11.9930  
756       2         -0.4105    15.0530    4.7360     11.8740  
757       1          0.2528    4.6280     13.1210    10.4840  
758       1          0.2528    3.0730     12.8030    10.1010  
759       2         -0.4105    3.7110     12.9640    10.8520  
760       1          0.2528    11.5090    9.9450     37.0280  
761       1          0.2528    10.0170    9.6950     36.4130  
762       2         -0.4105    10.8990    9.2700     36.6120  
763       1          0.2528    1.3140     15.9340    14.0120  
764       1          0.2528    2.6310     15.9110    13.0470  
765       2         -0.4105    2.1280     16.4420    13.7280  
766       1          0.2528    16.6030    8.8190     22.0110  
767       1          0.2528    15.8160    7.6990     22.9010  
768       2         -0.4105    15.9070    8.6760     22.7150  
769       1          0.2528    0.1310     11.8880    26.6360  
770       1          0.2528   -0.0010     13.2240    25.7060  
771       2         -0.4105    0.5780     12.4420    25.9330  
772       1          0.2528    19.5240    6.4380     33.9440  
773       1          0.2528    17.9420    6.2900     33.5650  
774       2         -0.4105    18.6000    6.7550     34.1580  
775       1          0.2528    8.8930     2.8320     31.0890  
776       1          0.2528    7.2760     2.9500     30.8870  
777       2         -0.4105    8.0830     3.3840     31.2880  
778       1          0.2528    13.5640    21.6240    36.6540  
779       1          0.2528    12.0820    21.3760    37.2920  
780       2         -0.4105    13.0400    21.5620    37.5040  
781       1          0.2528    15.6600    4.1690     35.1200  
782       1          0.2528    16.7330    5.2640     35.6830  
783       2         -0.4105    16.3450    4.8510     34.8600  
784       1          0.2528    10.4090    6.9060     47.5930  
785       1          0.2528    9.1470     7.5310     46.7670  
786       2         -0.4105    9.4880     6.7250     47.2490  
787       1          0.2528    17.7140    6.3500     30.7150  
788       1          0.2528    19.0750    5.8520     31.4670  
789       2         -0.4105    18.7020    6.2260     30.6190  
790       1          0.2528    15.8530    4.0240     20.6360  
791       1          0.2528    15.8160    2.3930     20.5710  
792       2         -0.4105    15.9220    3.1830     21.1730  
793       1          0.2528    17.1170    7.8810     42.9970  
794       1          0.2528    15.5400    8.1690     43.3070  
795       2         -0.4105    16.4440    8.5870     43.2190  
796       1          0.2528    3.7640     18.5100    28.1540  
797       1          0.2528    2.8770     17.4500    27.2840  
798       2         -0.4105    3.1300     18.4120    27.3870  
799       1          0.2528    3.7070     10.7120    46.8810  
800       1          0.2528    2.7530     11.8610    46.2190  
801       2         -0.4105    2.9020     10.8770    46.3110  
802       1          0.2528    18.9820    10.0650    24.0970  
803       1          0.2528    17.3580    10.1600    23.9600  
804       2         -0.4105    18.1380    10.3350    24.5590  
805       1          0.2528    13.5390    18.9830    32.7440  
806       1          0.2528    12.9880    18.1120    34.0110  
807       2         -0.4105    13.7120    18.1890    33.3270  
808       1          0.2528    9.0160     9.0340     13.8180  
809       1          0.2528    7.5970     8.2750     13.5460  
810       2         -0.4105    8.0210     9.1340     13.8300  
811       1          0.2528    5.8450     5.9030     15.0360  
812       1          0.2528    7.4760     5.9260     15.1280  
813       2         -0.4105    6.6580     6.4840     14.9890  
814       1          0.2528    6.4670     5.6560     42.9610  
815       1          0.2528    8.0620     5.9930     43.0430  
816       2         -0.4105    7.1440     6.3880     43.0280  
817       1          0.2528    16.9340    17.9740    39.2320  
818       1          0.2528    15.6870    18.9860    39.5250  
819       2         -0.4105    16.3510    18.6860    38.8410  
820       1          0.2528    2.8220     1.5400     36.4710  
821       1          0.2528    2.5690     1.5900     34.8590  
822       2         -0.4105    2.6910     2.1410     35.6830  
823       1          0.2528    16.0600    21.3080    41.3410  
824       1          0.2528    17.4040    21.2380    40.4150  
825       2         -0.4105    16.7140    20.6960    40.8940  
826       1          0.2528    11.1880    2.2190     31.8720  
827       1          0.2528    11.4480    0.6420     32.2090  
828       2         -0.4105    10.7550    1.3230     31.9720  
829       1          0.2528    17.8010    15.1670    19.7090  
830       1          0.2528    19.1310    14.4600    20.3400  
831       2         -0.4105    18.1570    14.3440    20.1530  
832       1          0.2528    -0.0000    4.5980     30.8980  
833       1          0.2528    0.1900     3.2250     30.0350  
834       2         -0.4105    0.2930     4.2190     30.0200  
835       1          0.2528    12.2710    3.3090     49.9490  
836       1          0.2528    11.2770    4.6040     50.0000  
837       2         -0.4105    12.2220    4.3050     49.8740  
838       1          0.2528    17.4880    9.6150     29.9270  
839       1          0.2528    17.3740    11.1210    29.3060  
840       2         -0.4105    16.8590    10.3050    29.5670  
841       1          0.2528    12.6980    14.2430    30.8930  
842       1          0.2528    12.2990    13.1190    29.7770  
843       2         -0.4105    12.8930    13.3220    30.5550  
844       1          0.2528    13.4200    2.2290     47.2570  
845       1          0.2528    12.5660    3.5860     47.5630  
846       2         -0.4105    13.4830    3.1940     47.5100  
847       1          0.2528    16.3820    9.2400     12.6940  
848       1          0.2528    16.0540    10.6490    11.9360  
849       2         -0.4105    16.7810    10.0700    12.3030  
850       1          0.2528    18.9590    0.4320     31.5080  
851       1          0.2528    18.4930    0.4130     29.9430  
852       2         -0.4105    19.0580    0.8830     30.6200  
853       1          0.2528    5.0010     10.0890    12.6390  
854       1          0.2528    4.9460     11.7170    12.5190  
855       2         -0.4105    5.5450     10.9280    12.6520  
856       1          0.2528    7.7050     12.9750    9.9970   
857       1          0.2528    9.1170     13.7970    9.9980   
858       2         -0.4105    8.6190     13.0300    9.5940   
859       1          0.2528    10.8940    19.4990    14.0010  
860       1          0.2528    12.4790    19.1440    14.1620  
861       2         -0.4105    11.5550    18.7630    14.1480  
862       1          0.2528    2.1520     7.4990     38.2610  
863       1          0.2528    1.5390     6.5770     39.4620  
864       2         -0.4105    1.3240     7.0650     38.6170  
865       1          0.2528    6.8120     2.1460     45.0170  
866       1          0.2528    6.3900     3.6860     44.6740  
867       2         -0.4105    6.0610     2.8070     45.0180  
868       1          0.2528    4.3700     13.6420    37.9400  
869       1          0.2528    5.3840     13.9810    36.7050  
870       2         -0.4105    5.0960     13.2780    37.3550  
871       1          0.2528    10.5550    18.6280    18.8270  
872       1          0.2528    11.6900    19.7960    18.9440  
873       2         -0.4105    11.5150    18.8540    18.6590  
874       1          0.2528    4.8670     6.8380     23.1800  
875       1          0.2528    3.6000     7.8340     22.9170  
876       2         -0.4105    3.8690     6.8980     23.1380  
877       1          0.2528    19.6660    1.1480     24.1690  
878       1          0.2528    19.6660    2.6650     23.5640  
879       2         -0.4105    19.8250    1.7010     23.3510  
880       1          0.2528    10.3760    14.5240    47.8210  
881       1          0.2528    10.8440    12.9680    47.6610  
882       2         -0.4105    10.0600    13.5760    47.7790  
883       1          0.2528    5.4910     13.4150    17.2420  
884       1          0.2528    7.1150     13.4880    17.0860  
885       2         -0.4105    6.2490     13.9020    16.8080  
886       1          0.2528    17.5500    12.4570    34.0360  
887       1          0.2528    18.4190    13.2200    32.8830  
888       2         -0.4105    18.4410    12.8510    33.8120  
889       1          0.2528    16.5590    8.0020     34.5710  
890       1          0.2528    16.5380    7.6290     36.1600  
891       2         -0.4105    16.0340    8.0710     35.4190  
892       1          0.2528    2.0270     0.2430     16.9730  
893       1          0.2528    1.2650     0.2000     18.4170  
894       2         -0.4105    1.3140     0.6650     17.5340  
895       1          0.2528    4.5580     14.8250    41.1620  
896       1          0.2528    3.1740     14.0180    40.8470  
897       2         -0.4105    4.1700     13.9900    40.7710  
898       1          0.2528    16.5730    19.2430    34.4310  
899       1          0.2528    17.3480    19.0760    35.8580  
900       2         -0.4105    17.4260    19.4180    34.9220  
901       1          0.2528    4.7550     11.1280    44.5030  
902       1          0.2528    6.3390     10.8600    44.2090  
903       2         -0.4105    5.4080     10.6490    43.9150  
904       1          0.2528    15.9230    4.4420     29.5150  
905       1          0.2528    17.3580    3.9010     30.0740  
906       2         -0.4105    16.3670    3.7930     30.1330  
907       1          0.2528    10.6790    18.2630    16.4130  
908       1          0.2528    12.2770    17.9280    16.4270  
909       2         -0.4105    11.3600    17.5310    16.4070  
910       1          0.2528    12.2730    21.6220    27.2450  
911       1          0.2528    13.2130    21.6220    28.5810  
912       2         -0.4105    13.0030    22.1040    27.7310  
913       1          0.2528    12.7540    -0.0000    16.2430  
914       1          0.2528    14.2370    0.1500     15.5750  
915       2         -0.4105    13.5060   -0.4920     15.8040  
916       1          0.2528    19.6660    12.5860    35.8820  
917       1          0.2528    18.3770    12.3860    36.8640  
918       2         -0.4105    19.2530    11.9990    36.5780  
919       1          0.2528    0.8550     14.6140    12.0370  
920       1          0.2528   -0.0010     13.8370    13.1900  
921       2         -0.4105   -0.0640     14.3830    12.3550  
922       1          0.2528    14.0870    10.2400    10.5860  
923       1          0.2528    13.4250    11.6380    10.0620  
924       2         -0.4105    14.0280    11.2260    10.7440  
925       1          0.2528    12.0550    16.9730    32.0490  
926       1          0.2528    10.6380    17.7010    31.6890  
927       2         -0.4105    11.6210    17.8420    31.8100  
928       1          0.2528    17.4030    18.3130    18.2980  
929       1          0.2528    18.5610    17.2830    18.8140  
930       2         -0.4105    17.5750    17.4300    18.7350  
931       1          0.2528    11.1770    21.6320    30.4220  
932       1          0.2528    10.5960    20.3380    29.6120  
933       2         -0.4105    10.4860    21.3190    29.7700  
934       1          0.2528    9.9760     5.3350     44.9580  
935       1          0.2528    11.5540    5.7540     44.9350  
936       2         -0.4105    10.7580    5.6050     45.5200  
937       1          0.2528    16.4000    13.9640    43.1580  
938       1          0.2528    15.8650    14.4100    44.6350  
939       2         -0.4105    16.2860    14.7320    43.7880  
940       1          0.2528    6.8850     0.0230     28.1330  
941       1          0.2528    5.5680     0.4560     28.9970  
942       2         -0.4105    5.8880     0.1010     28.1190  
943       1          0.2528    16.6280    12.3270    20.9950  
944       1          0.2528    15.8230    13.5460    20.2640  
945       2         -0.4105    15.8740    12.9790    21.0850  
946       1          0.2528    5.9200     18.9040    49.7960  
947       1          0.2528    5.9840     18.1040    48.3740  
948       2         -0.4105    5.7050     18.0450    49.3320  
949       1          0.2528    5.1260     1.9840     10.7430  
950       1          0.2528    5.2560     0.5360     10.0000  
951       2         -0.4105    4.9710     1.4870     9.8890   
952       1          0.2528    18.6370    14.7740    35.7930  
953       1          0.2528    17.1260    14.1560    35.7890  
954       2         -0.4105    17.7720    14.7340    35.2920  
955       1          0.2528    0.1700     6.0350     24.6350  
956       1          0.2528    0.9930     6.0030     23.2250  
957       2         -0.4105    0.5310     5.4440     23.9140  
958       1          0.2528    19.6650    17.2710    21.4440  
959       1          0.2528    19.6650    15.8500    22.2490  
960       2         -0.4105    19.0890    16.5780    21.8780  
961       1          0.2528    16.6190    4.6900     23.2170  
962       1          0.2528    15.8350    3.8320     24.3640  
963       2         -0.4105    15.8240    4.1140     23.4050  
964       1          0.2528    12.6320    17.7030    40.1800  
965       1          0.2528    14.1550    17.1270    40.0560  
966       2         -0.4105    13.5740    17.8090    40.4980  
967       1          0.2528    15.0610    21.6220    12.1440  
968       1          0.2528    15.1340    19.9920    12.0640  
969       2         -0.4105    14.6340    20.7690    12.4460  
970       1          0.2528    15.7050    21.4410    29.6950  
971       1          0.2528    15.9180    21.6320    28.0870  
972       2         -0.4105    15.5500    21.0310    28.7960  
973       1          0.2528    5.8890     10.8260    33.0310  
974       1          0.2528    6.6850     10.8180    31.6060  
975       2         -0.4105    6.7810     10.9380    32.5930  
976       1          0.2528    15.9100    15.1540    37.6620  
977       1          0.2528    15.7510    16.7700    37.4890  
978       2         -0.4105    16.3710    16.0350    37.7640  
979       1          0.2528    2.9900     0.3010     46.2510  
980       1          0.2528    1.7250     0.0140     47.2430  
981       2         -0.4105    2.7150    -0.0760     47.1360  
982       1          0.2528    9.9700     16.9330    22.8080  
983       1          0.2528    10.4090    15.4120    23.2080  
984       2         -0.4105    10.7390    16.2990    22.8870  
985       1          0.2528    14.2960    8.2560     13.4280  
986       1          0.2528    13.4380    9.5590     12.9470  
987       2         -0.4105    13.4810    8.8080     13.6040  
988       1          0.2528    14.3270    6.2880     19.7300  
989       1          0.2528    14.4540    7.6040     18.7720  
990       2         -0.4105    14.6860    7.2190     19.6640  
991       1          0.2528    9.6540     6.4300     19.7970  
992       1          0.2528    10.4790    6.6940     21.1810  
993       2         -0.4105    9.6930     6.2280     20.7760  
994       1          0.2528    13.6150    0.0690     42.1720  
995       1          0.2528    14.0260    0.0820     40.5910  
996       2         -0.4105    13.3130   -0.1650     41.2470  
997       1          0.2528    3.4890     9.3000     43.3170  
998       1          0.2528    2.3290     9.9090     42.3430  
999       2         -0.4105    3.2690     10.0240    42.6640  
1000      1          0.2528    -0.0000    11.0130    43.6300  
1001      1          0.2528    -0.0000    9.5540     42.8960  
1002      2         -0.4105   -0.1280     10.5360    42.7610  
1003      1          0.2528    9.4110     12.5300    36.1790  
1004      1          0.2528    9.4150     13.9640    36.9600  
1005      2         -0.4105    9.9160     13.1110    36.8170  
1006      1          0.2528    13.5560    5.0490     9.9980   
1007      1          0.2528    13.5890    3.4160     10.0120  
1008      2         -0.4105    13.1420    4.2200     9.6210   
1009      1          0.2528    2.9100     19.3660    20.0680  
1010      1          0.2528    1.3160     19.0910    19.8450  
1011      2         -0.4105    2.2140     18.6610    19.9330  
1012      1          0.2528    14.7930    7.7570     28.2290  
1013      1          0.2528    15.5280    8.2320     29.6080  
1014      2         -0.4105    15.6660    7.8060     28.7150  
1015      1          0.2528    12.1620    0.8920     50.0040  
1016      1          0.2528    10.5310    0.9590     49.9440  
1017      2         -0.4105    11.3360    1.1480     50.5060  
1018      1          0.2528    15.6830    16.4790    31.0920  
1019      1          0.2528    14.3980    17.4860    31.0480  
1020      2         -0.4105    14.8280    16.7340    31.5450  
1021      1          0.2528    14.0170    15.1600    13.6920  
1022      1          0.2528    13.4940    16.6870    13.9360  
1023      2         -0.4105    13.3090    15.7230    14.1200  
1024      1          0.2528    5.3220     14.4670    21.7300  
1025      1          0.2528    5.6380     16.0010    22.1910  
1026      2         -0.4105    4.9360     15.3840    21.8370  
1027      1          0.2528    16.5270    16.2060    50.0000  
1028      1          0.2528    16.2210    16.9820    48.5960  
1029      2         -0.4105    16.8500    16.3640    49.0660  
1030      1          0.2528    1.5980     2.6540     14.7410  
1031      1          0.2528    0.6130     1.3880     14.4390  
1032      2         -0.4105    1.3600     1.7220     15.0130  
1033      1          0.2528    13.4840    10.6210    16.0040  
1034      1          0.2528    14.2910    10.9270    17.3910  
1035      2         -0.4105    14.0320    11.2970    16.4990  
1036      1          0.2528    8.1790     -0.0000    49.5910  
1037      1          0.2528    8.0250     0.5370     48.0570  
1038      2         -0.4105    7.6190    -0.0410     48.7630  
1039      1          0.2528    4.3430     6.5090     26.9990  
1040      1          0.2528    3.2930     7.6900     27.4110  
1041      2         -0.4105    3.4430     6.7020     27.3900  
1042      1          0.2528    8.1980     9.6900     20.0950  
1043      1          0.2528    8.9170     10.7140    21.1440  
1044      2         -0.4105    8.9740     9.8140     20.7130  
1045      1          0.2528    7.7620     8.8890     17.6520  
1046      1          0.2528    8.0290     8.0780     16.2600  
1047      2         -0.4105    8.4550     8.6200     16.9840  
1048      1          0.2528    19.2270    14.2830    47.3720  
1049      1          0.2528    17.8580    15.1360    47.1160  
1050      2         -0.4105    18.8490    15.1250    46.9860  
1051      1          0.2528    14.8540    12.7520    46.0780  
1052      1          0.2528    16.0560    11.8450    45.4480  
1053      2         -0.4105    15.1340    12.1970    45.2950  
1054      1          0.2528    0.0150     6.3810     50.0000  
1055      1          0.2528    1.5750     5.9320     49.8240  
1056      2         -0.4105    0.9600     6.7060     49.9730  
1057      1          0.2528    0.3740     3.8210     33.5860  
1058      1          0.2528    1.8260     3.1840     33.1960  
1059      2         -0.4105    0.9430     3.4830     32.8360  
1060      1          0.2528    6.8820     21.1690    30.0940  
1061      1          0.2528    6.0660     19.7600    30.2200  
1062      2         -0.4105    5.9760     20.7540    30.1780  
1063      1          0.2528    7.3650     11.9350    19.7460  
