# water and pfoah on sio2 slab

7124 atoms
6    atom types

Masses

1 1.0078       ! H of water
2 15.9994      ! O of water
3 12.011       ! C of pfoa
4 18.998403    ! F of pfoa
5 15.9994      ! O of pfoa
6 1.0078       ! H of pfoa

Atoms

1401   2      0      32.126  34.233  12.208 
1402   1      0      31.327  41.69   10.0   
1403   1      0      31.648  43.243  10.39  
1404   2      0      31.305  42.636  9.674  
1405   1      0      32.278  17.523  10.894 
1406   1      0      31.264  18.439  10.0   
1407   2      0      31.592  18.25   10.925 
1408   1      0      4.036   19.488  48.494 
1409   1      0      2.687   18.837  49.145 
1410   2      0      3.04    19.436  48.427 
1411   1      0      39.223  3.984   10.367 
1412   1      0      37.633  4.05    10.0   
1413   2      0      38.472  3.517   9.9    
1414   1      0      30.783  0.0     15.855 
1415   1      0      29.16   0.0     16.034 
1416   2      0      30.005  0.488   16.251 
1417   1      0      6.388   34.005  35.196 
1418   1      0      7.234   32.615  35.061 
1419   2      0      6.62    33.246  34.588 
1420   1      0      25.306  8.155   20.011 
1421   1      0      26.201  9.483   19.692 
1422   2      0      25.617  8.778   19.292 
1423   1      0      39.183  25.215  22.865 
1424   1      0      39.328  23.607  22.622 
1425   2      0      39.826  24.451  22.818 
1426   1      0      29.816  35.442  37.154 
1427   1      0      30.337  35.522  38.699 
1428   2      0      29.625  35.814  38.063 
1429   1      0      23.452  9.779   20.189 
1430   1      0      22.168  9.51    19.216 
1431   2      0      22.607  9.256   20.078 
1432   1      0      3.468   37.251  46.302 
1433   1      0      2.029   36.909  45.61  
1434   2      0      2.503   37.055  46.477 
1435   1      0      3.277   8.287   28.579 
1436   1      0      3.791   6.762   28.857 
1437   2      0      2.989   7.357   28.81  
1438   1      0      36.403  4.22    46.629 
1439   1      0      36.648  5.481   45.621 
1440   2      0      36.543  5.209   46.577 
1441   1      0      35.904  15.367  24.421 
1442   1      0      37.307  14.54   24.526 
1443   2      0      36.32   14.458  24.396 
1444   1      0      10.223  9.529   25.719 
1445   1      0      9.134   10.662  25.276 
1446   2      0      9.365   9.691   25.232 
1447   1      0      33.746  -0.0    31.375 
1448   1      0      35.293  0.442   31.095 
1449   2      0      34.674  -0.334  31.209 
1450   1      0      2.259   41.502  32.057 
1451   1      0      2.159   42.812  31.088 
1452   2      0      1.84    42.403  31.942 
1453   1      0      28.173  31.34   23.268 
1454   1      0      27.274  30.0    23.521 
1455   2      0      28.05   30.537  23.851 
1456   1      0      23.106  3.969   36.652 
1457   1      0      24.492  3.12    36.493 
1458   2      0      24.104  4.021   36.683 
1459   1      0      29.506  14.766  14.592 
1460   1      0      28.034  15.306  14.137 
1461   2      0      28.707  14.576  14.022 
1462   1      0      9.034   30.119  18.173 
1463   1      0      8.426   29.212  19.387 
1464   2      0      9.219   29.736  19.078 
1465   1      0      26.143  38.725  30.995 
1466   1      0      27.163  39.927  30.568 
1467   2      0      26.349  39.699  31.1   
1468   1      0      34.236  18.632  10.005 
1469   1      0      33.199  19.894  9.999  
1470   2      0      34.162  19.629  9.963  
1471   1      0      3.295   43.245  36.665 
1472   1      0      2.107   43.244  35.545 
1473   2      0      2.747   42.671  36.056 
1474   1      0      7.299   35.401  12.767 
1475   1      0      8.885   35.787  12.716 
1476   2      0      8.144   35.317  12.238 
1477   1      0      7.299   28.198  30.913 
1478   1      0      7.6     29.383  31.995 
1479   2      0      7.291   29.187  31.065 
1480   1      0      33.952  19.352  34.76  
1481   1      0      32.539  18.534  34.815 
1482   2      0      33.529  18.447  34.705 
1483   1      0      0.009   15.697  20.259 
1484   1      0      -0.0    15.135  18.726 
1485   2      0      -0.572  15.394  19.503 
1486   1      0      10.091  24.259  45.812 
1487   1      0      11.311  25.345  45.783 
1488   2      0      10.318  25.234  45.794 
1489   1      0      1.163   1.908   17.413 
1490   1      0      2.374   1.948   16.318 
1491   2      0      1.893   2.469   17.022 
1492   1      0      17.986  33.136  34.159 
1493   1      0      19.328  33.685  34.91  
1494   2      0      18.928  33.445  34.026 
1495   1      0      10.651  3.778   24.108 
1496   1      0      9.302   2.926   23.761 
1497   2      0      10.3    2.928   23.715 
1498   1      0      39.328  5.952   12.408 
1499   1      0      38.418  4.605   12.563 
1500   2      0      38.946  5.294   13.057 
1501   1      0      22.615  21.219  27.102 
1502   1      0      22.618  19.618  27.423 
1503   2      0      22.22   20.5    27.674 
1504   1      0      21.09   5.716   49.757 
1505   1      0      21.944  4.346   50.001 
1506   2      0      21.038  4.764   50.058 
1507   1      0      13.351  11.094  19.32  
1508   1      0      14.0    12.539  19.718 
1509   2      0      13.299  11.866  19.954 
1510   1      0      4.989   23.335  43.192 
1511   1      0      5.35    24.829  42.64  
1512   2      0      5.045   24.303  43.434 
1513   1      0      10.703  14.395  25.521 
1514   1      0      9.942   15.127  24.276 
1515   2      0      9.821   14.722  25.181 
1516   1      0      11.178  2.022   25.791 
1517   1      0      10.383  2.756   27.015 
1518   2      0      10.303  2.413   26.08  
1519   1      0      29.684  30.815  21.451 
1520   1      0      28.534  31.852  20.93  
1521   2      0      29.203  31.166  20.647 
1522   1      0      19.998  18.461  10.388 
1523   1      0      18.749  19.498  10.211 
1524   2      0      19.71   19.335  9.994  
1525   1      0      2.095   25.778  21.786 
1526   1      0      3.19    26.972  21.58  
1527   2      0      3.055   25.982  21.59  
1528   1      0      35.019  9.253   41.48  
1529   1      0      35.106  7.693   41.003 
1530   2      0      34.501  8.406   41.357 
1531   1      0      38.532  15.643  31.486 
1532   1      0      39.329  14.657  30.456 
1533   2      0      38.834  15.521  30.54  
1534   1      0      35.902  31.688  48.643 
1535   1      0      34.443  32.39   48.433 
1536   2      0      34.921  31.602  48.82  
1537   1      0      15.894  13.61   29.33  
1538   1      0      16.606  14.638  30.381 
1539   2      0      16.767  13.907  29.719 
1540   1      0      3.067   28.172  40.527 
1541   1      0      4.609   27.641  40.602 
1542   2      0      3.917   28.056  40.013 
1543   1      0      22.054  1.805   42.924 
1544   1      0      22.454  2.554   44.319 
1545   2      0      21.755  2.47    43.609 
1546   1      0      7.891   13.32   36.818 
1547   1      0      6.682   12.222  36.831 
1548   2      0      6.899   13.198  36.832 
1549   1      0      6.46    27.458  36.568 
1550   1      0      6.512   28.724  37.598 
1551   2      0      6.978   28.269  36.839 
1552   1      0      19.799  3.186   46.201 
1553   1      0      20.87   4.229   45.543 
1554   2      0      19.95   4.135   45.923 
1555   1      0      36.86   23.392  14.912 
1556   1      0      36.198  22.022  14.318 
1557   2      0      36.078  23.01   14.418 
1558   1      0      6.927   21.067  13.228 
1559   1      0      5.868   20.301  12.249 
1560   2      0      5.991   20.724  13.146 
1561   1      0      36.477  35.934  35.344 
1562   1      0      37.597  36.549  34.327 
1563   2      0      37.21   35.707  34.702 
1564   1      0      37.748  5.001   33.631 
1565   1      0      36.485  3.966   33.599 
1566   2      0      36.984  4.66    33.081 
1567   1      0      15.86   9.498   10.03  
1568   1      0      17.31   8.749   9.999  
1569   2      0      16.58   9.088   10.591 
1570   1      0      24.594  25.185  20.81  
1571   1      0      24.63   25.195  22.443 
1572   2      0      24.972  24.739  21.622 
1573   1      0      15.976  14.943  18.48  
1574   1      0      15.803  16.339  19.308 
1575   2      0      15.612  15.874  18.445 
1576   1      0      12.473  15.763  48.725 
1577   1      0      11.206  15.465  47.738 
1578   2      0      11.53   16.016  48.506 
1579   1      0      -0.0    41.703  25.913 
1580   1      0      0.859   42.823  26.734 
1581   2      0      -0.061  42.508  26.504 
1582   1      0      37.622  24.672  43.785 
1583   1      0      38.831  24.192  42.798 
1584   2      0      37.946  23.939  43.186 
1585   1      0      18.961  24.479  33.959 
1586   1      0      20.594  24.515  33.959 
1587   2      0      19.765  25.074  33.959 
1588   1      0      32.967  6.57    48.537 
1589   1      0      33.931  5.472   47.807 
1590   2      0      33.899  6.379   48.227 
1591   1      0      5.649   40.497  41.372 
1592   1      0      6.958   41.468  41.269 
1593   2      0      6.205   41.173  41.856 
1594   1      0      17.714  40.456  19.324 
1595   1      0      19.295  40.741  19.028 
1596   2      0      18.524  40.961  19.624 
1597   1      0      36.675  3.573   15.877 
1598   1      0      37.011  5.046   16.497 
1599   2      0      37.318  4.339   15.861 
1600   1      0      5.496   4.95    27.875 
1601   1      0      6.029   4.85    29.415 
1602   2      0      5.95    4.363   28.545 
1603   1      0      7.668   3.677   49.952 
1604   1      0      9.094   2.883   50.0   
1605   2      0      8.105   2.778   49.907 
1606   1      0      24.657  4.237   34.337 
1607   1      0      24.308  5.612   33.528 
1608   2      0      24.042  4.659   33.671 
1609   1      0      6.409   11.027  47.768 
1610   1      0      6.292   11.659  49.27  
1611   2      0      5.858   11.604  48.371 
1612   1      0      24.458  12.511  30.79  
1613   1      0      24.269  11.42   29.589 
1614   2      0      24.876  11.735  30.318 
1615   1      0      38.855  35.284  16.519 
1616   1      0      37.264  35.637  16.417 
1617   2      0      38.186  36.023  16.449 
1618   1      0      3.997   13.855  27.932 
1619   1      0      3.753   12.247  28.08  
1620   2      0      3.305   13.134  27.97  
1621   1      0      31.793  31.834  18.616 
1622   1      0      30.552  32.715  19.207 
1623   2      0      31.104  31.893  19.339 
1624   1      0      33.043  9.581   18.396 
1625   1      0      32.656  8.272   17.498 
1626   2      0      32.306  9.115   17.905 
1627   1      0      5.556   8.698   48.059 
1628   1      0      5.843   8.149   46.548 
1629   2      0      6.231   8.649   47.322 
1630   1      0      10.502  37.478  13.755 
1631   1      0      12.132  37.584  13.773 
1632   2      0      11.355  36.962  13.673 
1633   1      0      12.175  30.472  32.299 
1634   1      0      10.564  30.254  32.456 
1635   2      0      11.285  30.929  32.307 
1636   1      0      8.912   3.835   31.883 
1637   1      0      8.694   5.453   31.822 
1638   2      0      8.238   4.565   31.764 
1639   1      0      23.377  32.111  14.295 
1640   1      0      24.377  33.372  14.02  
1641   2      0      23.809  32.915  14.703 
1642   1      0      38.438  41.13   28.908 
1643   1      0      38.88   40.019  27.796 
1644   2      0      39.172  40.519  28.611 
1645   1      0      31.048  4.096   14.682 
1646   1      0      32.434  3.401   14.171 
1647   2      0      31.474  3.567   13.948 
1648   1      0      30.134  27.301  30.136 
1649   1      0      29.058  26.113  29.825 
1650   2      0      29.884  26.353  30.333 
1651   1      0      36.629  23.169  25.725 
1652   1      0      35.793  22.499  26.957 
1653   2      0      35.716  22.996  26.094 
1654   1      0      21.588  6.816   41.111 
1655   1      0      21.26   7.153   42.675 
1656   2      0      21.319  6.426   41.992 
1657   1      0      10.849  11.227  18.967 
1658   1      0      10.357  9.759   19.488 
1659   2      0      11.096  10.26   19.04  
1660   1      0      36.313  33.684  23.575 
1661   1      0      36.275  35.307  23.4   
1662   2      0      35.729  34.47   23.374 
1663   1      0      13.197  28.003  47.773 
1664   1      0      11.65   27.485  47.715 
1665   2      0      12.24   28.291  47.739 
1666   1      0      2.187   7.873   45.917 
1667   1      0      3.682   7.219   45.985 
1668   2      0      2.703   7.018   45.972 
1669   1      0      26.687  4.428   26.267 
1670   1      0      25.971  5.775   26.85  
1671   2      0      26.222  4.83    27.056 
1672   1      0      37.226  43.243  24.3   
1673   1      0      35.607  43.243  24.089 
1674   2      0      36.483  43.485  23.675 
1675   1      0      35.74   23.742  35.993 
1676   1      0      36.876  22.859  36.765 
1677   2      0      36.096  23.471  36.887 
1678   1      0      27.138  25.519  34.765 
1679   1      0      26.191  24.41   34.03  
1680   2      0      26.428  24.83   34.906 
1681   1      0      11.558  18.41   37.647 
1682   1      0      11.7    18.908  36.098 
1683   2      0      11.975  18.211  36.76  
1684   1      0      20.194  25.089  24.196 
1685   1      0      19.48   23.799  24.898 
1686   2      0      20.145  24.09   24.212 
1687   1      0      20.848  25.723  38.145 
1688   1      0      22.365  25.789  37.544 
1689   2      0      21.591  26.332  37.865 
1690   1      0      38.25   12.119  38.119 
1691   1      0      37.957  10.574  37.676 
1692   2      0      38.667  11.266  37.803 
1693   1      0      21.643  38.941  25.581 
1694   1      0      22.843  39.825  26.248 
1695   2      0      22.234  39.739  25.461 
1696   1      0      -0.0    22.68   44.246 
1697   1      0      -0.0    21.243  45.023 
1698   2      0      0.498   21.823  44.378 
1699   1      0      34.466  33.022  44.634 
1700   1      0      34.403  34.255  43.565 
1701   2      0      34.369  34.013  44.534 
1702   1      0      22.172  16.653  14.095 
1703   1      0      22.195  15.033  14.301 
1704   2      0      22.76   15.849  14.189 
1705   1      0      15.386  17.504  36.104 
1706   1      0      15.275  16.257  37.152 
1707   2      0      15.262  16.515  36.187 
1708   1      0      17.982  30.392  19.197 
1709   1      0      17.4    29.386  20.344 
1710   2      0      17.342  29.645  19.38  
1711   1      0      23.205  7.876   23.573 
1712   1      0      23.676  8.227   22.049 
1713   2      0      23.951  8.232   23.01  
1714   1      0      39.119  34.05   47.421 
1715   1      0      37.543  33.674  47.628 
1716   2      0      38.216  34.413  47.651 
1717   1      0      17.129  26.101  9.986  
1718   1      0      17.202  27.732  9.996  
1719   2      0      17.742  26.891  9.989  
1720   1      0      27.549  2.644   17.572 
1721   1      0      28.412  4.026   17.674 
1722   2      0      27.62   3.531   18.029 
1723   1      0      37.308  24.769  16.982 
1724   1      0      38.399  25.702  16.203 
1725   2      0      37.554  25.707  16.737 
1726   1      0      5.469   15.317  46.387 
1727   1      0      5.887   13.798  45.958 
1728   2      0      5.99    14.766  45.735 
1729   1      0      4.401   18.461  22.882 
1730   1      0      3.119   19.456  23.067 
1731   2      0      3.594   18.847  22.433 
1732   1      0      30.957  41.472  28.103 
1733   1      0      31.457  43.027  28.101 
1734   2      0      31.731  42.081  28.274 
1735   1      0      15.656  20.236  15.413 
1736   1      0      16.52   21.619  15.313 
1737   2      0      16.577  20.622  15.361 
1738   1      0      26.128  4.32    23.913 
1739   1      0      27.709  3.972   24.122 
1740   2      0      26.809  3.588   23.919 
1741   1      0      6.806   33.763  15.373 
1742   1      0      8.152   33.331  14.555 
1743   2      0      7.663   33.249  15.423 
1744   1      0      8.773   7.71    32.698 
1745   1      0      7.244   7.339   32.262 
1746   2      0      7.836   8.053   32.636 
1747   1      0      35.022  10.582  27.538 
1748   1      0      35.934  9.274   27.185 
1749   2      0      35.9    10.131  27.699 
1750   1      0      3.995   9.326   36.154 
1751   1      0      5.178   10.335  36.654 
1752   2      0      4.388   10.24   36.049 
1753   1      0      10.467  3.656   15.09  
1754   1      0      9.82    2.251   14.567 
1755   2      0      9.762   2.968   15.261 
1756   1      0      15.627  1.144   44.13  
1757   1      0      16.971  0.229   44.29  
1758   2      0      16.627  1.147   44.094 
1759   1      0      36.925  33.727  10.08  
1760   1      0      35.87   34.971  10.0   
1761   2      0      36.834  34.723  10.094 
1762   1      0      29.187  5.276   42.257 
1763   1      0      28.466  3.956   41.62  
1764   2      0      28.413  4.648   42.34  
1765   1      0      19.113  40.043  32.701 
1766   1      0      19.73   38.622  33.218 
1767   2      0      19.945  39.572  32.992 
1768   1      0      20.832  10.705  42.045 
1769   1      0      21.854  9.434   42.112 
1770   2      0      21.298  10.003  41.507 
1771   1      0      0.897   34.647  22.6   
1772   1      0      -0.0    36.002  22.437 
1773   2      0      0.923   35.647  22.58  
1774   1      0      20.283  15.449  12.459 
1775   1      0      19.643  16.934  12.232 
1776   2      0      19.466  15.952  12.175 
1777   1      0      13.035  10.815  11.966 
1778   1      0      14.467  10.631  12.728 
1779   2      0      14.024  10.935  11.885 
1780   1      0      26.652  8.646   21.961 
1781   1      0      26.186  9.986   22.771 
1782   2      0      25.913  9.308   22.089 
1783   1      0      13.761  21.46   34.554 
1784   1      0      14.235  23.017  34.418 
1785   2      0      13.474  22.413  34.652 
1786   1      0      1.087   33.234  32.329 
1787   1      0      0.079   34.504  32.52  
1788   2      0      0.372   33.782  31.894 
1789   1      0      1.117   10.301  21.892 
1790   1      0      1.782   11.302  20.786 
1791   2      0      0.975   11.13   21.35  
1792   1      0      0.674   37.768  37.552 
1793   1      0      1.26    36.252  37.709 
1794   2      0      1.117   37.124  38.176 
1795   1      0      2.387   16.957  20.841 
1796   1      0      3.977   16.944  20.469 
1797   2      0      3.18    16.374  20.663 
1798   1      0      7.521   33.303  41.238 
1799   1      0      6.422   32.71   42.29  
1800   2      0      7.279   32.521  41.813 
1801   1      0      19.084  22.161  34.684 
1802   1      0      19.556  21.115  35.845 
1803   2      0      18.786  21.639  35.484 
1804   1      0      14.993  19.856  29.239 
1805   1      0      13.522  20.173  28.604 
1806   2      0      14.148  20.379  29.355 
1807   1      0      20.883  15.684  35.369 
1808   1      0      22.482  15.361  35.433 
1809   2      0      21.795  16.087  35.44  
1810   1      0      37.719  21.827  16.844 
1811   1      0      36.304  21.031  16.669 
1812   2      0      36.724  21.923  16.83  
1813   1      0      5.186   4.676   36.511 
1814   1      0      6.784   4.464   36.774 
1815   2      0      6.09    4.659   36.082 
1816   1      0      24.433  4.535   10.384 
1817   1      0      23.497  5.757   10.93  
1818   2      0      24.434  5.417   10.857 
1819   1      0      19.475  7.395   36.412 
1820   1      0      18.724  6.053   35.863 
1821   2      0      19.527  6.398   36.346 
1822   1      0      23.331  1.819   46.471 
1823   1      0      24.174  3.208   46.642 
1824   2      0      23.899  2.359   47.093 
1825   1      0      19.519  0.936   43.256 
1826   1      0      19.36   2.407   43.948 
1827   2      0      19.021  1.467   43.942 
1828   1      0      2.436   15.216  11.985 
1829   1      0      0.807   15.316  12.025 
1830   2      0      1.655   15.84   11.953 
1831   1      0      33.845  25.835  20.323 
1832   1      0      32.618  26.509  19.481 
1833   2      0      33.415  26.698  20.054 
1834   1      0      31.364  3.248   32.37  
1835   1      0      31.019  4.843   32.304 
1836   2      0      31.748  4.17    32.421 
1837   1      0      36.548  2.107   13.951 
1838   1      0      38.106  2.59    13.866 
1839   2      0      37.492  1.865   14.177 
1840   1      0      15.491  31.221  14.964 
1841   1      0      14.62   29.951  14.421 
1842   2      0      15.302  30.247  15.09  
1843   1      0      22.111  37.133  33.002 
1844   1      0      23.005  38.481  32.779 
1845   2      0      22.081  38.13   32.928 
1846   1      0      36.921  18.941  43.789 
1847   1      0      35.544  19.023  44.664 
1848   2      0      36.042  18.5    43.972 
1849   1      0      30.876  39.784  14.006 
1850   1      0      29.78   40.67   14.831 
1851   2      0      30.472  40.693  14.11  
1852   1      0      27.872  19.915  41.075 
1853   1      0      28.206  18.337  41.327 
1854   2      0      28.532  19.272  41.463 
1855   1      0      16.539  22.282  27.92  
1856   1      0      17.926  23.11   28.163 
1857   2      0      17.517  22.199  28.115 
1858   1      0      8.021   32.101  31.391 
1859   1      0      7.475   31.64   32.859 
1860   2      0      7.965   32.352  32.357 
1861   1      0      9.262   28.047  47.629 
1862   1      0      9.085   28.404  46.046 
1863   2      0      9.652   28.548  46.856 
1864   1      0      9.206   15.696  15.932 
1865   1      0      9.715   15.985  17.457 
1866   2      0      9.998   15.917  16.501 
1867   1      0      20.699  16.911  23.247 
1868   1      0      19.401  17.892  23.387 
1869   2      0      19.702  16.941  23.322 
1870   1      0      25.083  30.907  33.012 
1871   1      0      26.699  31.117  33.121 
1872   2      0      25.965  30.44   33.088 
1873   1      0      36.205  8.343   32.927 
1874   1      0      37.468  7.307   32.955 
1875   2      0      36.605  7.53    32.502 
1876   1      0      15.223  38.25   49.656 
1877   1      0      13.984  37.243  50.0   
1878   2      0      14.597  37.567  49.28  
1879   1      0      26.167  40.04   46.899 
1880   1      0      25.963  41.642  47.141 
1881   2      0      25.795  40.884  46.511 
1882   1      0      14.088  39.472  14.281 
1883   1      0      13.706  40.399  12.992 
1884   2      0      13.425  39.617  13.547 
1885   1      0      13.57   42.543  31.37  
1886   1      0      13.014  41.376  32.367 
1887   2      0      13.012  42.357  32.179 
1888   1      0      25.47   38.457  37.691 
1889   1      0      26.778  39.392  37.975 
1890   2      0      26.134  39.081  37.278 
1891   1      0      23.499  27.558  13.753 
1892   1      0      23.294  26.042  14.324 
1893   2      0      23.119  26.655  13.554 
1894   1      0      33.277  40.256  12.285 
1895   1      0      32.416  41.577  12.71  
1896   2      0      32.876  40.757  13.052 
1897   1      0      28.759  13.063  30.947 
1898   1      0      27.481  12.131  30.543 
1899   2      0      28.474  12.15   30.655 
1900   1      0      6.252   21.724  16.561 
1901   1      0      6.977   22.386  15.256 
1902   2      0      6.951   22.371  16.255 
1903   1      0      25.538  14.216  26.471 
1904   1      0      25.122  13.235  25.233 
1905   2      0      25.19   13.311  26.227 
1906   1      0      10.947  5.536   16.536 
1907   1      0      10.641  7.107   16.863 
1908   2      0      10.894  6.225   17.26  
1909   1      0      26.034  30.561  46.812 
1910   1      0      25.323  31.786  47.624 
1911   2      0      26.162  31.485  47.172 
1912   1      0      28.987  28.021  17.348 
1913   1      0      29.242  27.262  15.925 
1914   2      0      29.257  28.145  16.393 
1915   1      0      18.258  27.649  38.167 
1916   1      0      19.804  28.073  37.856 
1917   2      0      18.866  28.102  37.514 
1918   1      0      -0.002  13.322  21.045 
1919   1      0      -0.0    12.57   19.596 
1920   2      0      0.471   13.24   20.168 
1921   1      0      2.284   16.361  14.537 
1922   1      0      3.909   16.35   14.692 
1923   2      0      3.099   16.932  14.63  
1924   1      0      8.018   1.336   38.522 
1925   1      0      9.049   2.559   38.194 
1926   2      0      8.965   1.569   38.303 
1927   1      0      27.85   27.053  37.288 
1928   1      0      26.387  27.486  37.871 
1929   2      0      26.934  26.726  37.52  
1930   1      0      32.361  28.63   40.687 
1931   1      0      30.986  28.573  39.807 
1932   2      0      31.983  28.627  39.761 
1933   1      0      24.531  34.559  48.097 
1934   1      0      22.901  34.639  48.129 
1935   2      0      23.685  34.079  47.865 
1936   1      0      5.688   25.103  19.623 
1937   1      0      6.886   24.252  20.335 
1938   2      0      6.566   25.169  20.097 
1939   1      0      27.2    13.269  18.091 
1940   1      0      25.84   13.041  17.216 
1941   2      0      26.441  13.726  17.626 
1942   1      0      1.76    18.541  43.959 
1943   1      0      2.387   18.303  42.47  
1944   2      0      1.812   17.908  43.186 
1945   1      0      15.031  -0.001  25.558 
1946   1      0      15.596  1.481   25.95  
1947   2      0      14.774  0.922   25.845 
1948   1      0      0.323   13.178  35.683 
1949   1      0      1.867   12.744  35.989 
1950   2      0      1.281   13.45   35.593 
1951   1      0      38.769  27.846  13.939 
1952   1      0      38.627  29.368  13.363 
1953   2      0      38.158  28.493  13.483 
1954   1      0      29.573  39.586  11.165 
1955   1      0      28.595  38.992  10.0   
1956   2      0      28.625  39.384  10.919 
1957   1      0      26.967  5.344   35.819 
1958   1      0      28.34   4.47    35.682 
1959   2      0      27.394  4.458   36.004 
1960   1      0      29.868  28.077  27.441 
1961   1      0      28.373  27.443  27.614 
1962   2      0      29.352  27.267  27.719 
1963   1      0      29.493  15.487  40.381 
1964   1      0      30.005  16.916  39.778 
1965   2      0      29.251  16.446  40.236 
1966   1      0      13.491  3.061   14.012 
1967   1      0      12.162  2.114   13.952 
1968   2      0      13.154  2.136   13.836 
1969   1      0      31.26   22.747  42.452 
1970   1      0      32.748  22.241  42.009 
1971   2      0      31.768  22.069  41.92  
1972   1      0      29.029  36.678  21.222 
1973   1      0      27.921  36.009  20.226 
1974   2      0      28.81   36.466  20.27  
1975   1      0      12.132  36.583  31.63  
1976   1      0      13.141  36.441  32.906 
1977   2      0      12.899  37.003  32.116 
1978   1      0      34.337  29.654  12.457 
1979   1      0      33.856  30.858  11.465 
1980   2      0      33.586  29.997  11.893 
1981   1      0      31.87   17.65   18.604 
1982   1      0      30.413  17.1    18.114 
1983   2      0      31.28   17.494  17.812 
1984   1      0      1.347   25.461  38.298 
1985   1      0      0.614   26.919  38.339 
1986   2      0      0.465   25.932  38.302 
1987   1      0      35.519  -0.0    44.567 
1988   1      0      34.387  1.115   44.192 
1989   2      0      34.552  0.24    44.647 
1990   1      0      16.739  19.987  19.8   
1991   1      0      16.264  19.039  18.558 
1992   2      0      15.953  19.667  19.271 
1993   1      0      27.662  16.111  10.022 
1994   1      0      27.69   16.593  11.582 
1995   2      0      27.865  15.831  10.961 
1996   1      0      16.412  4.138   43.963 
1997   1      0      17.274  3.193   42.949 
1998   2      0      17.262  4.061   43.443 
1999   1      0      23.733  22.954  22.687 
2000   1      0      23.374  22.524  21.154 
2001   2      0      23.613  22.183  22.062 
2002   1      0      38.619  -0.0    26.082 
2003   1      0      38.339  0.8     27.478 
2004   2      0      37.968  0.575   26.578 
2005   1      0      7.741   14.456  11.988 
2006   1      0      7.988   14.64   10.384 
2007   2      0      7.661   14.016  11.093 
2008   1      0      35.947  13.556  26.68  
2009   1      0      35.908  12.124  25.896 
2010   2      0      35.402  12.736  26.502 
2011   1      0      36.756  25.886  35.514 
2012   1      0      38.324  25.614  35.146 
2013   2      0      37.555  25.318  35.712 
2014   1      0      27.634  11.159  40.859 
2015   1      0      26.84   10.191  39.81  
2016   2      0      27.491  10.212  40.568 
2017   1      0      15.452  5.758   32.956 
2018   1      0      16.154  4.284   32.927 
2019   2      0      16.316  5.263   33.051 
2020   1      0      7.009   26.588  46.952 
2021   1      0      6.926   27.428  45.554 
2022   2      0      6.899   27.497  46.551 
2023   1      0      29.809  9.832   20.548 
2024   1      0      31.325  9.427   20.096 
2025   2      0      30.491  9.902   19.819 
2026   1      0      33.732  28.893  15.992 
2027   1      0      32.264  28.225  15.732 
2028   2      0      33.082  28.595  15.292 
2029   1      0      29.759  2.557   10.0   
2030   1      0      28.13   2.434   10.005 
2031   2      0      28.9    3.071   10.002 
2032   1      0      27.944  20.296  32.821 
2033   1      0      27.834  18.692  32.534 
2034   2      0      28.435  19.425  32.852 
2035   1      0      11.309  29.132  20.139 
2036   1      0      11.091  27.984  18.998 
2037   2      0      11.771  28.529  19.488 
2038   1      0      37.461  23.543  28.899 
2039   1      0      37.752  24.306  30.313 
2040   2      0      37.853  23.446  29.814 
2041   1      0      36.535  31.004  19.485 
2042   1      0      35.489  32.121  18.914 
2043   2      0      36.209  31.473  18.664 
2044   1      0      29.696  22.201  47.653 
2045   1      0      30.36   20.749  47.308 
2046   2      0      29.732  21.236  47.914 
2047   1      0      7.608   29.175  34.569 
2048   1      0      6.806   30.267  35.481 
2049   2      0      7.683   30.047  35.055 
2050   1      0      32.08   27.097  27.365 
2051   1      0      31.271  25.816  27.973 
2052   2      0      31.499  26.315  27.138 
2053   1      0      31.965  21.116  49.11  
2054   1      0      33.11   22.171  48.616 
2055   2      0      32.173  21.855  48.468 
2056   1      0      2.889   26.93   47.756 
2057   1      0      2.957   25.302  47.864 
2058   2      0      3.496   26.135  47.744 
2059   1      0      32.021  15.231  29.778 
2060   1      0      31.823  13.739  30.41  
2061   2      0      31.506  14.377  29.71  
2062   1      0      26.186  27.821  22.71  
2063   1      0      26.916  26.769  21.697 
2064   2      0      26.035  27.118  22.015 
2065   1      0      20.174  38.089  49.907 
2066   1      0      20.935  36.676  49.603 
2067   2      0      20.867  37.639  49.343 
2068   1      0      7.227   21.038  40.277 
2069   1      0      7.38    21.253  41.889 
2070   2      0      7.746   21.505  40.993 
2071   1      0      21.847  28.996  41.102 
2072   1      0      21.32   28.282  39.731 
2073   2      0      22.046  28.294  40.418 
2074   1      0      32.934  22.203  13.596 
2075   1      0      33.982  21.068  14.125 
2076   2      0      33.107  21.516  14.302 
2077   1      0      26.652  19.614  24.993 
2078   1      0      27.883  20.606  24.583 
2079   2      0      27.639  19.761  25.059 
2080   1      0      9.797   6.054   47.447 
2081   1      0      8.465   5.178   47.804 
2082   2      0      9.189   5.325   47.13  
2083   1      0      39.328  15.779  36.32  
2084   1      0      38.591  14.457  36.933 
2085   2      0      39.468  14.847  36.654 
2086   1      0      32.922  40.11   39.034 
2087   1      0      33.521  41.297  38.085 
2088   2      0      33.742  40.634  38.8   
2089   1      0      24.825  25.5    18.422 
2090   1      0      26.299  25.306  19.097 
2091   2      0      25.81   25.594  18.274 
2092   1      0      26.578  30.033  36.378 
2093   1      0      25.464  31.225  36.314 
