# water and pfoah on sio2 slab

7124 atoms
6    atom types

Masses

1 1.0078       ! H of water
2 15.9994      ! O of water
3 12.011       ! C of pfoa
4 18.998403    ! F of pfoa
5 15.9994      ! O of pfoa
6 1.0078       ! H of pfoa

Atoms

3067   1      0      19.467  36.641  36.213 
3068   1      0      18.661  35.277  36.607 
3069   2      0      18.855  36.217  36.882 
3070   1      0      6.326   9.081   15.238 
3071   1      0      6.515   9.44    13.656 
3072   2      0      6.405   8.698   14.317 
3073   1      0      5.57    42.806  13.782 
3074   1      0      4.51    42.169  12.715 
3075   2      0      4.789   43.004  13.19  
3076   1      0      10.793  43.247  29.895 
3077   1      0      9.546   43.244  28.84  
3078   2      0      10.336  43.76   29.168 
3079   1      0      10.818  29.12   16.878 
3080   1      0      11.796  30.273  17.496 
3081   2      0      11.058  30.091  16.847 
3082   1      0      11.532  14.831  44.526 
3083   1      0      11.214  13.336  45.101 
3084   2      0      11.939  13.984  44.867 
3085   1      0      9.886   11.462  21.175 
3086   1      0      11.46   11.045  21.301 
3087   2      0      10.809  11.801  21.36  
3088   1      0      27.303  36.479  24.479 
3089   1      0      28.444  37.636  24.319 
3090   2      0      28.176  36.712  24.049 
3091   1      0      7.774   37.277  38.487 
3092   1      0      7.459   35.679  38.372 
3093   2      0      7.077   36.596  38.262 
3094   1      0      6.749   6.62    17.225 
3095   1      0      7.448   7.255   18.557 
3096   2      0      6.587   6.942   18.158 
3097   1      0      13.249  18.648  26.745 
3098   1      0      13.54   20.154  26.184 
3099   2      0      13.649  19.178  25.997 
3100   1      0      9.025   16.482  41.763 
3101   1      0      9.492   16.58   43.324 
3102   2      0      8.768   16.805  42.674 
3103   1      0      26.442  23.907  23.399 
3104   1      0      27.819  24.742  23.666 
3105   2      0      26.905  24.783  23.265 
3106   1      0      13.017  21.821  30.935 
3107   1      0      11.988  20.667  30.409 
3108   2      0      12.079  21.635  30.641 
3109   1      0      34.855  8.632   29.286 
3110   1      0      34.126  7.263   28.774 
3111   2      0      34.342  7.823   29.573 
3112   1      0      25.599  27.62   40.155 
3113   1      0      24.343  27.16   41.093 
3114   2      0      24.69   27.875  40.487 
3115   1      0      38.071  39.875  14.766 
3116   1      0      39.099  40.907  15.502 
3117   2      0      38.462  40.151  15.644 
3118   1      0      26.755  14.217  31.659 
3119   1      0      25.199  14.695  31.522 
3120   2      0      26.064  14.858  31.996 
3121   1      0      35.754  4.422   22.504 
3122   1      0      34.263  5.074   22.631 
3123   2      0      34.98   4.795   21.993 
3124   1      0      23.336  7.221   39.487 
3125   1      0      22.494  8.596   39.746 
3126   2      0      23.366  8.22    39.436 
3127   1      0      -0.0    6.021   20.023 
3128   1      0      0.9     7.242   19.418 
3129   2      0      0.924   6.397   19.951 
3130   1      0      37.831  27.811  36.511 
3131   1      0      39.328  28.431  36.709 
3132   2      0      38.801  27.683  36.307 
3133   1      0      19.73   17.172  46.53  
3134   1      0      18.134  17.062  46.857 
3135   2      0      18.831  16.962  46.147 
3136   1      0      0.02    14.763  25.889 
3137   1      0      -0.002  16.115  24.974 
3138   2      0      0.581   15.403  25.363 
3139   1      0      21.965  22.018  43.11  
3140   1      0      20.348  22.148  42.92  
3141   2      0      21.21   21.938  42.459 
3142   1      0      10.953  31.12   34.729 
3143   1      0      10.423  29.758  35.458 
3144   2      0      10.176  30.5    34.835 
3145   1      0      37.278  37.673  13.623 
3146   1      0      35.863  38.417  13.289 
3147   2      0      36.287  37.641  13.755 
3148   1      0      22.436  18.225  15.956 
3149   1      0      21.504  19.065  17.001 
3150   2      0      21.843  19.024  16.062 
3151   1      0      33.312  10.348  35.184 
3152   1      0      34.639  9.578   34.626 
3153   2      0      34.224  10.472  34.792 
3154   1      0      13.498  10.214  48.925 
3155   1      0      14.9    9.982   49.728 
3156   2      0      14.491  10.321  48.881 
3157   1      0      11.562  26.906  21.271 
3158   1      0      9.937   26.943  21.116 
3159   2      0      10.717  27.312  21.62  
3160   1      0      25.342  15.346  37.113 
3161   1      0      24.924  15.244  35.538 
3162   2      0      24.739  14.894  36.455 
3163   1      0      30.726  8.12    40.85  
3164   1      0      29.096  8.174   40.923 
3165   2      0      29.895  7.575   40.959 
3166   1      0      6.432   27.699  9.999  
3167   1      0      7.15    26.233  9.999  
3168   2      0      7.309   27.219  9.999  
3169   1      0      12.085  41.413  22.256 
3170   1      0      11.124  40.118  22.0   
3171   2      0      12.058  40.468  21.931 
3172   1      0      19.624  22.086  20.164 
3173   1      0      21.061  21.608  19.551 
3174   2      0      20.525  22.395  19.856 
3175   1      0      22.151  12.1    34.638 
3176   1      0      21.248  13.454  34.502 
3177   2      0      22.178  13.099  34.587 
3178   1      0      24.918  21.753  14.921 
3179   1      0      24.954  23.325  15.362 
3180   2      0      24.627  22.414  15.613 
3181   1      0      24.939  6.529   42.296 
3182   1      0      23.653  7.209   43.037 
3183   2      0      24.606  7.344   42.771 
3184   1      0      16.947  21.426  12.914 
3185   1      0      15.574  20.544  12.986 
3186   2      0      15.949  21.47   12.966 
3187   1      0      35.954  2.951   44.354 
3188   1      0      34.449  3.479   44.706 
3189   2      0      35.382  3.761   44.483 
3190   1      0      27.43   15.029  29.051 
3191   1      0      26.763  13.572  28.736 
3192   2      0      27.069  14.434  28.333 
3193   1      0      12.435  10.006  23.257 
3194   1      0      10.813  9.822   23.298 
3195   2      0      11.684  9.35    23.174 
3196   1      0      11.675  25.093  32.788 
3197   1      0      12.792  23.906  32.675 
3198   2      0      12.654  24.895  32.73  
3199   1      0      32.11   11.657  31.611 
3200   1      0      30.806  11.481  30.644 
3201   2      0      31.569  11.005  31.079 
3202   1      0      2.125   16.295  23.727 
3203   1      0      1.678   17.739  24.345 
3204   2      0      2.139   17.284  23.583 
3205   1      0      22.004  23.379  16.284 
3206   1      0      21.088  23.036  17.592 
3207   2      0      21.471  22.669  16.745 
3208   1      0      35.583  14.8    38.027 
3209   1      0      34.981  15.309  36.597 
3210   2      0      35.229  14.507  37.139 
3211   1      0      27.844  24.941  43.81  
3212   1      0      26.869  23.631  43.838 
3213   2      0      27.611  24.106  44.31  
3214   1      0      24.789  5.946   22.646 
3215   1      0      24.458  6.146   21.06  
3216   2      0      25.159  6.243   21.766 
3217   1      0      10.233  20.378  9.997  
3218   1      0      11.812  20.797  10.004 
3219   2      0      10.875  21.145  9.995  
3220   1      0      13.131  5.015   44.732 
3221   1      0      12.667  5.133   46.293 
3222   2      0      13.32   5.457   45.609 
3223   1      0      15.582  35.355  17.445 
3224   1      0      15.325  35.326  15.833 
3225   2      0      15.912  35.681  16.559 
3226   1      0      4.681   22.194  34.523 
3227   1      0      3.878   21.485  35.756 
3228   2      0      4.509   22.22   35.508 
3229   1      0      29.169  15.627  33.741 
3230   1      0      27.655  16.088  33.342 
3231   2      0      28.251  15.304  33.511 
3232   1      0      26.163  18.611  46.551 
3233   1      0      26.596  18.81   44.989 
3234   2      0      26.933  18.63   45.913 
3235   1      0      14.255  10.622  42.358 
3236   1      0      13.79   10.534  40.795 
3237   2      0      14.47   10.909  41.424 
3238   1      0      28.503  9.424   13.653 
3239   1      0      28.271  10.587  12.53  
3240   2      0      27.885  9.763   12.943 
3241   1      0      28.982  0.89    26.027 
3242   1      0      28.447  -0.001  27.287 
3243   2      0      28.984  -0.019  26.444 
3244   1      0      31.161  0.094   31.079 
3245   1      0      31.796  1.55    30.7   
3246   2      0      31.517  0.952   31.45  
3247   1      0      14.014  15.495  11.746 
3248   1      0      13.114  14.158  11.485 
3249   2      0      13.926  14.518  11.943 
3250   1      0      27.01   23.439  10.452 
3251   1      0      27.977  22.132  10.608 
3252   2      0      27.942  23.13   10.644 
3253   1      0      4.965   29.029  22.333 
3254   1      0      4.078   29.139  20.966 
3255   2      0      4.238   29.536  21.869 
3256   1      0      33.413  34.329  39.54  
3257   1      0      33.872  32.765  39.638 
3258   2      0      33.089  33.384  39.585 
3259   1      0      0.253   36.53   27.412 
3260   1      0      0.962   35.162  27.954 
3261   2      0      0.11    35.562  27.618 
3262   1      0      1.77    23.096  38.655 
3263   1      0      2.8     22.893  37.404 
3264   2      0      1.895   22.665  37.761 
3265   1      0      16.243  39.529  45.035 
3266   1      0      16.466  38.016  45.606 
3267   2      0      16.635  38.631  44.837 
3268   1      0      28.123  3.803   44.879 
3269   1      0      28.934  3.006   46.05  
3270   2      0      28.489  2.916   45.16  
3271   1      0      13.093  8.164   17.828 
3272   1      0      13.973  6.788   17.846 
3273   2      0      13.047  7.165   17.839 
3274   1      0      34.271  41.721  28.731 
3275   1      0      34.221  40.958  27.288 
3276   2      0      34.081  41.83   27.755 
3277   1      0      37.896  5.508   20.329 
3278   1      0      37.12   4.086   20.535 
3279   2      0      37.007  5.078   20.488 
3280   1      0      10.195  35.07   46.348 
3281   1      0      10.533  35.36   47.919 
3282   2      0      10.382  35.781  47.026 
3283   1      0      17.44   34.786  22.431 
3284   1      0      16.444  34.455  21.18  
3285   2      0      17.391  34.43   21.497 
3286   1      0      29.637  37.518  45.088 
3287   1      0      30.899  38.53   45.307 
3288   2      0      30.618  37.645  44.939 
3289   1      0      21.447  4.925   34.346 
3290   1      0      20.799  3.522   34.873 
3291   2      0      21.522  3.928   34.315 
3292   1      0      15.438  17.633  26.515 
3293   1      0      16.285  18.068  25.189 
3294   2      0      16.028  18.336  26.117 
3295   1      0      7.728   40.558  25.428 
3296   1      0      6.615   41.738  25.612 
3297   2      0      7.128   41.197  24.946 
3298   1      0      4.46    7.581   23.294 
3299   1      0      5.701   7.551   22.233 
3300   2      0      5.043   8.139   22.703 
3301   1      0      34.667  37.051  29.56  
3302   1      0      34.805  35.71   28.637 
3303   2      0      34.214  36.207  29.272 
3304   1      0      28.264  17.256  35.467 
3305   1      0      29.459  17.889  34.551 
3306   2      0      28.475  17.895  34.727 
3307   1      0      7.076   13.201  31.461 
3308   1      0      5.946   12.135  30.955 
3309   2      0      6.162   13.105  31.066 
3310   1      0      39.172  3.971   23.844 
3311   1      0      37.911  5.008   23.88  
3312   2      0      38.908  4.936   23.855 
3313   1      0      15.134  13.495  50.004 
3314   1      0      14.436  14.967  49.895 
3315   2      0      14.265  13.99   50.013 
3316   1      0      -0.0    33.023  50.0   
3317   1      0      1.602   33.335  49.943 
3318   2      0      0.69    33.723  49.815 
3319   1      0      35.297  30.981  43.634 
3320   1      0      33.782  30.586  43.17  
3321   2      0      34.682  30.225  43.41  
3322   1      0      7.543   7.702   29.877 
3323   1      0      7.602   6.931   28.439 
3324   2      0      7.1     7.017   29.299 
3325   1      0      16.42   0.794   49.737 
3326   1      0      16.145  2.382   50.0   
3327   2      0      16.708  1.598   50.258 
3328   1      0      35.764  10.938  20.159 
3329   1      0      37.383  10.741  20.08  
3330   2      0      36.518  10.298  20.312 
3331   1      0      2.203   5.416   13.601 
3332   1      0      3.19    5.955   14.785 
3333   2      0      2.919   5.156   14.249 
3334   1      0      9.69    13.469  43.226 
3335   1      0      10.453  14.597  42.324 
3336   2      0      10.502  13.662  42.675 
3337   1      0      0.676   20.409  41.715 
3338   1      0      1.992   21.077  42.416 
3339   2      0      1.239   20.432  42.541 
3340   1      0      17.45   37.932  12.936 
3341   1      0      16.95   38.811  14.219 
3342   2      0      17.474  38.834  13.368 
3343   1      0      12.736  28.724  35.99  
3344   1      0      12.664  29.209  37.548 
3345   2      0      13.265  28.866  36.827 
3346   1      0      29.571  3.035   48.385 
3347   1      0      30.241  1.551   48.261 
3348   2      0      29.384  2.064   48.234 
3349   1      0      20.205  35.408  11.379 
3350   1      0      19.727  36.958  11.189 
3351   2      0      20.214  36.321  11.786 
3352   1      0      15.203  30.191  26.579 
3353   1      0      16.351  29.053  26.811 
3354   2      0      16.177  29.984  26.49  
3355   1      0      39.328  42.593  25.307 
3356   1      0      39.328  42.221  26.897 
3357   2      0      39.574  42.915  26.222 
3358   1      0      26.561  11.091  45.297 
3359   1      0      25.358  10.118  44.774 
3360   2      0      26.193  10.162  45.322 
3361   1      0      16.066  6.31    19.399 
3362   1      0      15.661  4.728   19.434 
3363   2      0      15.367  5.652   19.679 
3364   1      0      25.149  41.036  13.873 
3365   1      0      23.945  40.027  14.318 
3366   2      0      24.846  40.083  13.89  
3367   1      0      19.422  0.179   48.329 
3368   1      0      18.077  0.18    47.403 
3369   2      0      19.003  0.542   47.496 
3370   1      0      4.881   31.69   31.737 
3371   1      0      3.874   32.648  32.594 
3372   2      0      3.927   31.958  31.873 
3373   1      0      30.446  6.522   30.651 
3374   1      0      30.899  8.058   30.968 
3375   2      0      31.227  7.137   30.76  
3376   1      0      0.66    34.045  12.14  
3377   1      0      0.847   32.55   12.77  
3378   2      0      0.315   33.395  12.817 
3379   1      0      13.072  13.219  46.864 
3380   1      0      13.723  12.506  48.18  
3381   2      0      13.213  13.3    47.851 
3382   1      0      14.823  26.79   43.0   
3383   1      0      13.446  26.828  42.123 
3384   2      0      14.247  27.354  42.408 
3385   1      0      4.89    32.088  17.513 
3386   1      0      6.518   31.961  17.514 
3387   2      0      5.749   32.6    17.523 
3388   1      0      29.753  13.882  19.18  
3389   1      0      28.816  14.013  20.511 
3390   2      0      29.606  14.39   20.029 
3391   1      0      26.402  8.738   35.807 
3392   1      0      25.843  8.25    34.353 
3393   2      0      25.916  9.023   34.981 
3394   1      0      19.173  29.935  10.836 
3395   1      0      17.779  30.084  10.0   
3396   2      0      18.428  30.557  10.595 
3397   1      0      30.098  3.257   43.385 
3398   1      0      31.231  4.424   43.237 
3399   2      0      30.564  4.007   43.854 
3400   1      0      25.465  2.919   44.178 
3401   1      0      25.605  1.42    44.809 
3402   2      0      24.97   2.165   44.609 
3403   1      0      6.618   35.574  21.758 
3404   1      0      6.698   37.168  22.101 
3405   2      0      7.232   36.355  21.871 
3406   1      0      37.772  21.778  44.486 
3407   1      0      37.089  20.69   45.494 
3408   2      0      36.947  21.549  45.003 
3409   1      0      8.561   18.693  23.475 
3410   1      0      8.201   17.373  22.582 
3411   2      0      8.917   17.834  23.106 
3412   1      0      8.565   6.02    12.189 
3413   1      0      8.303   4.437   12.491 
3414   2      0      7.886   5.345   12.479 
3415   1      0      33.655  42.858  33.968 
3416   1      0      33.009  41.368  33.792 
3417   2      0      33.861  41.888  33.834 
3418   1      0      14.825  33.994  27.546 
3419   1      0      13.212  34.198  27.696 
3420   2      0      14.107  34.517  28.005 
3421   1      0      33.837  33.389  25.364 
3422   1      0      32.241  33.067  25.242 
3423   2      0      32.952  33.746  25.062 
3424   1      0      30.393  27.76   43.15  
3425   1      0      29.75   26.431  43.849 
3426   2      0      29.697  27.047  43.063 
3427   1      0      12.653  13.018  22.891 
3428   1      0      13.914  12.152  23.464 
3429   2      0      13.517  12.574  22.65  
3430   1      0      1.118   39.405  23.806 
3431   1      0      -0.0    40.452  23.241 
3432   2      0      0.204   39.488  23.407 
3433   1      0      38.664  33.497  21.421 
3434   1      0      37.387  32.479  21.39  
3435   2      0      38.002  33.0    21.982 
3436   1      0      10.929  22.315  15.171 
3437   1      0      9.357   22.039  15.519 
3438   2      0      10.186  21.647  15.122 
3439   1      0      23.758  37.805  25.28  
3440   1      0      25.06   36.82   25.32  
3441   2      0      24.746  37.762  25.43  
3442   1      0      0.143   29.033  33.365 
3443   1      0      1.383   30.023  33.749 
3444   2      0      0.537   29.942  33.224 
3445   1      0      20.394  15.276  20.273 
3446   1      0      21.82   14.701  19.723 
3447   2      0      21.057  14.531  20.346 
3448   1      0      0.626   33.938  37.391 
3449   1      0      1.274   33.743  35.905 
3450   2      0      0.464   34.039  36.409 
3451   1      0      37.546  41.076  21.864 
3452   1      0      36.17   41.952  21.787 
3453   2      0      37.163  42.0    21.889 
3454   1      0      5.527   12.708  38.902 
3455   1      0      4.195   11.81   39.192 
3456   2      0      5.191   11.79   39.114 
3457   1      0      21.472  21.356  34.386 
3458   1      0      21.353  22.661  35.359 
3459   2      0      21.566  22.35   34.434 
3460   1      0      14.084  28.33   22.837 
3461   1      0      15.016  28.618  24.146 
3462   2      0      14.855  27.997  23.38  
3463   1      0      14.268  18.521  14.419 
3464   1      0      14.189  17.377  13.257 
3465   2      0      14.559  18.275  13.495 
3466   1      0      30.673  12.163  16.824 
3467   1      0      31.93   11.619  17.713 
3468   2      0      30.963  11.486  17.501 
3469   1      0      13.484  8.424   12.586 
3470   1      0      11.859  8.265   12.599 
3471   2      0      12.641  8.69    13.054 
3472   1      0      16.693  37.826  10.0   
3473   1      0      15.66   37.233  11.117 
3474   2      0      16.15   37.03   10.27  
3475   1      0      11.404  20.287  18.707 
3476   1      0      10.583  21.178  17.611 
3477   2      0      10.503  20.47   18.313 
3478   1      0      33.405  13.35   22.976 
3479   1      0      34.387  13.011  24.236 
3480   2      0      33.439  13.022  23.921 
3481   1      0      3.174   38.398  38.145 
3482   1      0      4.669   38.459  37.492 
3483   2      0      4.121   38.682  38.297 
3484   1      0      30.458  13.899  32.641 
3485   1      0      32.068  14.129  32.789 
3486   2      0      31.194  14.573  32.592 
3487   1      0      35.292  24.817  27.757 
3488   1      0      33.903  25.51   27.25  
3489   2      0      34.423  24.658  27.287 
3490   1      0      28.806  23.44   19.145 
3491   1      0      28.227  21.924  19.33  
3492   2      0      28.9    22.488  18.852 
3493   1      0      37.646  9.914   23.469 
3494   1      0      38.675  10.892  24.278 
3495   2      0      38.333  9.956   24.195 
3496   1      0      14.271  30.579  21.965 
3497   1      0      12.708  30.246  22.298 
3498   2      0      13.336  30.931  21.93  
3499   1      0      2.419   11.962  49.972 
3500   1      0      4.04    12.152  50.006 
3501   2      0      3.163   12.63   50.008 
3502   1      0      35.747  27.471  11.475 
3503   1      0      34.477  26.857  10.652 
3504   2      0      35.364  26.645  11.061 
3505   1      0      31.067  30.618  38.011 
3506   1      0      30.769  32.223  37.991 
3507   2      0      30.351  31.315  37.993 
3508   1      0      23.539  9.227   27.818 
3509   1      0      23.836  8.502   26.386 
3510   2      0      24.088  9.263   26.983 
3511   1      0      26.872  31.093  12.762 
3512   1      0      25.971  32.412  12.422 
3513   2      0      26.894  32.028  12.407 
3514   1      0      24.767  22.958  44.831 
3515   1      0      25.297  21.476  45.264 
3516   2      0      24.487  22.038  45.105 
3517   1      0      10.54   43.131  22.977 
3518   1      0      9.138   42.314  23.166 
3519   2      0      9.921   42.713  23.643 
3520   1      0      33.743  33.888  10.398 
3521   1      0      34.888  33.029  11.184 
3522   2      0      34.273  33.04   10.396 
3523   1      0      36.981  15.645  34.05  
3524   1      0      35.662  16.565  34.332 
3525   2      0      35.987  15.636  34.16  
3526   1      0      25.084  22.775  30.826 
3527   1      0      26.459  21.898  30.92  
3528   2      0      26.046  22.791  31.098 
3529   1      0      23.852  17.685  24.918 
3530   1      0      22.39   18.066  25.538 
3531   2      0      23.022  17.318  25.34  
3532   1      0      29.225  21.814  38.112 
3533   1      0      27.95   21.838  39.132 
3534   2      0      28.322  21.428  38.3   
3535   1      0      3.181   12.472  17.252 
3536   1      0      1.663   12.611  17.839 
3537   2      0      2.61    12.914  17.944 
3538   1      0      16.264  7.684   24.381 
3539   1      0      16.246  7.258   22.804 
3540   2      0      16.824  7.562   23.561 
3541   1      0      30.646  3.512   29.783 
3542   1      0      29.036  3.785   29.773 
3543   2      0      29.937  4.217   29.78  
3544   1      0      10.316  38.197  46.888 
3545   1      0      9.061   38.817  46.046 
3546   2      0      9.582   38.876  46.897 
3547   1      0      14.078  43.243  49.454 
3548   1      0      15.248  42.243  50.0   
3549   2      0      14.872  43.168  50.057 
3550   1      0      34.834  24.229  10.783 
3551   1      0      35.694  24.505  12.144 
3552   2      0      34.774  24.407  11.766 
3553   1      0      28.374  7.859   19.775 
3554   1      0      29.934  7.375   19.781 
3555   2      0      28.983  7.066   19.779 
3556   1      0      31.197  22.242  10.778 
3557   1      0      30.55   22.64   12.224 
3558   2      0      31.351  22.256  11.766 
3559   1      0      5.449   43.226  45.254 
3560   1      0      5.611   42.395  43.858 
3561   2      0      5.717   42.351  44.851 
3562   1      0      19.887  30.472  37.465 
3563   1      0      20.975  30.862  36.311 
3564   2      0      20.861  30.583  37.264 
3565   1      0      1.459   23.75   42.482 
3566   1      0      2.312   23.318  43.806 
3567   2      0      2.349   23.437  42.814 
3568   1      0      15.482  27.282  37.018 
3569   1      0      15.847  25.929  37.857 
3570   2      0      15.954  26.922  37.823 
3571   1      0      29.263  34.102  27.495 
3572   1      0      28.073  34.019  28.61  
3573   2      0      28.514  33.543  27.849 
3574   1      0      28.604  8.631   16.357 
3575   1      0      29.884  8.27    17.304 
3576   2      0      29.019  7.93    16.937 
3577   1      0      3.4     19.775  33.893 
3578   1      0      2.436   19.623  35.202 
3579   2      0      2.452   19.757  34.212 
3580   1      0      22.98   39.405  41.481 
3581   1      0      23.436  40.898  40.999 
3582   2      0      23.215  39.973  40.691 
3583   1      0      11.463  23.744  37.087 
3584   1      0      9.898   23.339  37.32  
3585   2      0      10.515  24.005  36.903 
3586   1      0      4.004   33.368  47.383 
3587   1      0      5.557   32.904  47.582 
3588   2      0      4.783   32.916  46.949 
3589   1      0      21.548  5.382   20.739 
3590   1      0      22.317  5.522   22.173 
3591   2      0      21.785  6.009   21.481 
3592   1      0      28.776  40.789  46.234 
3593   1      0      28.748  42.419  46.136 
3594   2      0      28.185  41.595  46.183 
3595   1      0      21.497  25.127  31.691 
3596   1      0      19.871  25.121  31.533 
3597   2      0      20.701  25.665  31.411 
3598   1      0      15.6    0.0     34.792 
3599   1      0      14.135  -0.003  35.514 
3600   2      0      14.612  0.02    34.636 
3601   1      0      11.966  0.257   39.226 
3602   1      0      13.303  -0.001  38.324 
3603   2      0      12.45   0.515   38.389 
3604   1      0      34.919  29.859  40.172 
3605   1      0      34.87   28.765  41.383 
3606   2      0      34.524  29.647  41.066 
3607   1      0      35.488  7.677   16.284 
3608   1      0      34.255  6.607   16.235 
3609   2      0      35.247  6.706   16.301 
3610   1      0      -0.0    41.691  30.446 
3611   1      0      -0.0    43.243  29.94  
3612   2      0      -0.223  42.632  30.699 
3613   1      0      39.329  5.292   35.91  
3614   1      0      38.979  6.81    35.419 
3615   2      0      39.35   6.259   36.166 
3616   1      0      23.084  35.356  27.373 
3617   1      0      22.036  36.548  26.988 
3618   2      0      22.999  36.28   26.999 
3619   1      0      12.975  10.859  38.54  
3620   1      0      11.77   11.962  38.54  
3621   2      0      12.762  11.836  38.54  
3622   1      0      4.021   27.601  24.043 
3623   1      0      5.215   26.848  24.865 
3624   2      0      4.571   26.767  24.105 
3625   1      0      36.746  1.045   23.505 
3626   1      0      37.196  2.574   23.859 
3627   2      0      37.025  1.665   24.238 
3628   1      0      13.239  18.147  23.789 
3629   1      0      14.649  18.941  23.571 
3630   2      0      14.23   18.099  23.91  
3631   1      0      1.652   36.062  35.329 
3632   1      0      0.38    37.083  35.249 
3633   2      0      0.715   36.176  34.999 
3634   1      0      21.168  9.454   34.276 
3635   1      0      21.483  9.178   32.697 
3636   2      0      21.096  8.789   33.532 
3637   1      0      9.684   2.762   11.416 
3638   1      0      10.614  3.715   12.362 
3639   2      0      10.368  2.77    12.145 
3640   1      0      23.621  11.637  27.0   
3641   1      0      22.122  11.006  26.859 
3642   2      0      22.75   11.489  27.468 
3643   1      0      5.976   31.08   24.48  
3644   1      0      5.821   30.13   25.798 
3645   2      0      6.383   30.326  24.996 
3646   1      0      15.836  32.315  33.413 
3647   1      0      15.344  32.949  31.99  
3648   2      0      16.132  32.79   32.584 
3649   1      0      12.637  7.977   34.586 
3650   1      0      12.75   9.401   33.795 
3651   2      0      12.686  8.41    33.686 
3652   1      0      1.038   3.316   13.901 
3653   1      0      0.084   3.702   15.169 
3654   2      0      1.028   3.64    14.848 
3655   1      0      25.914  7.821   13.254 
3656   1      0      24.545  7.842   12.364 
3657   2      0      24.982  8.178   13.198 
3658   1      0      3.981   37.922  17.722 
3659   1      0      2.37    37.668  17.654 
3660   2      0      3.135   37.898  18.255 
3661   1      0      36.163  33.504  16.723 
3662   1      0      37.705  33.043  16.446 
3663   2      0      36.786  32.723  16.674 
3664   1      0      18.445  38.565  29.053 
3665   1      0      16.96   37.889  29.133 
3666   2      0      17.466  38.751  29.142 
3667   1      0      23.51   9.245   34.847 
3668   1      0      23.481  7.829   34.035 
3669   2      0      23.528  8.823   33.941 
3670   1      0      19.188  40.125  11.593 
3671   1      0      18.716  39.084  10.427 
3672   2      0      18.849  39.202  11.41  
3673   1      0      6.481   3.346   24.072 
3674   1      0      6.013   4.498   25.132 
3675   2      0      6.788   4.121   24.625 
3676   1      0      33.246  2.052   39.033 
3677   1      0      33.851  2.602   37.619 
3678   2      0      33.021  2.308   38.092 
3679   1      0      3.869   34.471  36.398 
3680   1      0      4.099   33.448  37.65  
3681   2      0      3.47    33.717  36.921 
3682   1      0      11.145  39.648  45.138 
3683   1      0      12.555  40.457  44.981 
3684   2      0      12.115  39.563  44.909 
3685   1      0      29.428  22.429  34.351 
3686   1      0      29.169  21.556  35.706 
3687   2      0      28.829  21.759  34.789 
3688   1      0      17.401  21.702  49.153 
3689   1      0      15.959  22.459  49.276 
3690   2      0      16.949  22.591  49.232 
3691   1      0      28.352  13.153  26.025 
3692   1      0      27.267  12.21   26.801 
3693   2      0      27.497  12.643  25.93  
3694   1      0      10.593  -0.0    48.333 
3695   1      0      10.106  0.417   46.831 
3696   2      0      10.05   -0.283  47.542 
3697   1      0      10.812  33.703  27.097 
3698   1      0      9.997   32.288  27.14  
3699   2      0      10.904  32.707  27.12  
3700   1      0      31.473  2.508   40.964 
3701   1      0      29.922  2.058   41.208 
3702   2      0      30.531  2.833   41.041 
3703   1      0      19.393  30.594  13.154 
3704   1      0      20.514  30.916  14.297 
3705   2      0      20.339  30.437  13.438 
3706   1      0      31.191  22.568  29.896 
3707   1      0      30.99   24.187  29.97  
3708   2      0      30.521  23.305  29.987 
3709   1      0      32.774  2.855   19.323 
3710   1      0      32.273  3.154   20.848 
3711   2      0      33.056  2.901   20.281 
3712   1      0      9.138   17.207  20.027 
3713   1      0      9.073   18.834  19.898 
3714   2      0      9.682   18.046  19.988 
3715   1      0      8.196   20.332  11.303 
3716   1      0      8.651   18.767  11.198 
3717   2      0      7.869   19.388  11.239 
3718   1      0      13.891  31.723  48.79  
3719   1      0      14.694  32.7    47.757 
3720   2      0      14.452  31.752  47.963 
3721   1      0      29.14   15.547  22.355 
3722   1      0      28.261  16.873  22.724 
3723   2      0      28.579  15.986  23.057 
3724   1      0      5.541   37.163  12.747 
3725   1      0      3.976   36.698  12.742 
3726   2      0      4.922   36.377  12.747 
3727   1      0      20.608  0.569   24.311 
3728   1      0      21.86   -0.0    23.43  
3729   2      0      21.173  0.723   23.5   
3730   1      0      14.195  25.651  21.395 
3731   1      0      15.038  27.006  21.05  
3732   2      0      14.124  26.605  21.105 
3733   1      0      13.982  14.891  22.128 
3734   1      0      13.869  16.52   22.112 
3735   2      0      13.355  15.667  22.195 
3736   1      0      0.039   19.743  20.688 
3737   1      0      1.372   20.16   21.533 
3738   2      0      0.662   20.492  20.913 
3739   1      0      11.025  9.59    39.447 
3740   1      0      10.946  9.739   37.822 
3741   2      0      10.508  9.339   38.627 
3742   1      0      34.819  6.35    24.775 
3743   1      0      34.196  7.802   24.366 
3744   2      0      34.914  7.339   24.885 
3745   1      0      0.275   12.667  15.367 
3746   1      0      1.776   12.024  15.319 
3747   2      0      0.848   11.906  15.672 
3748   1      0      36.982  18.925  22.108 
3749   1      0      37.327  20.327  21.345 
3750   2      0      36.994  19.393  21.224 
3751   1      0      21.901  40.913  15.514 
3752   1      0      22.511  42.22   16.279 
3753   2      0      22.56   41.663  15.451 
3754   1      0      16.827  1.51    15.59  
3755   1      0      16.328  -0.0    15.96  
3756   2      0      16.043  0.888   15.602 
3757   1      0      22.507  41.822  24.252 
3758   1      0      20.981  42.271  23.883 
